MedCodeId,Term,Observations,SNOMED_CT_Concept_ID,prodcodeid,dmdid,termfromemis,productname,formulation,routeofadministration,drugsubstancename,substancestrength
,,,,659741000033119,36053611000001108,Haloperidol decanoate 100mg/1ml solution for injection ampoules,Haloperidol decanoate 100mg/1ml solution for injection ampoules,Solution for injection,Intramuscular,Haloperidol decanoate,100.000mg/1.000ml
,,,,659841000033112,36053711000001104,Haloperidol decanoate 50mg/1ml solution for injection ampoules,Haloperidol decanoate 50mg/1ml solution for injection ampoules,Solution for injection,Intramuscular,Haloperidol decanoate,50.000mg/1.000ml
,,,,660341000033116,321450000,Haloperidol 5mg/5ml oral solution sugar free,Haloperidol 5mg/5ml oral solution sugar free,Oral solution,Oral,Haloperidol,1.000mg/1.000ml
,,,,661341000033112,321420008,Haloperidol 10mg/5ml oral solution sugar free,Haloperidol 10mg/5ml oral solution sugar free,Oral solution,Oral,Haloperidol,2.000mg/1.000ml
,,,,661541000033117,117911000001106,Haldol 2mg/ml oral solution (Janssen-Cilag Ltd),Haldol 2mg/ml oral solution,Oral solution,Oral,Haloperidol,2.000mg/1.000ml
,,,,662341000033115,321416009,Haloperidol 1.5mg tablets,Haloperidol 1.5mg tablets,Tablet,Oral,Haloperidol,1.500mg
,,,,662441000033114,321419002,Haloperidol 20mg tablets,Haloperidol 20mg tablets,Tablet,Oral,Haloperidol,20.000mg
,,,,662541000033110,321417000,Haloperidol 5mg tablets,Haloperidol 5mg tablets,Tablet,Oral,Haloperidol,5.000mg
,,,,663241000033118,321418005,Haloperidol 10mg tablets,Haloperidol 10mg tablets,Tablet,Oral,Haloperidol,10.000mg
,,,,663341000033111,321451001,Haloperidol 500microgram tablets,Haloperidol 500microgram tablets,Tablet,Oral,Haloperidol,500.000microgram
,,,,663441000033117,271211000001102,Haldol 10mg tablets (Janssen-Cilag Ltd),Haldol 10mg tablets,Tablet,Oral,Haloperidol,10.000mg
,,,,663541000033116,152111000001103,Haldol 5mg tablets (Janssen-Cilag Ltd),Haldol 5mg tablets,Tablet,Oral,Haloperidol,5.000mg
,,,,7681641000033116,19626711000001106,Olanzapine 10mg orodispersible tablets,Olanzapine 10mg orodispersible tablets,Orodispersible tablet,Oral,Olanzapine,10.000mg
,,,,7681741000033113,19626811000001103,Olanzapine 15mg orodispersible tablets,Olanzapine 15mg orodispersible tablets,Orodispersible tablet,Oral,Olanzapine,15.000mg
,,,,7681841000033115,19626911000001108,Olanzapine 20mg orodispersible tablets,Olanzapine 20mg orodispersible tablets,Orodispersible tablet,Oral,Olanzapine,20.000mg
,,,,7681941000033111,19627011000001107,Olanzapine 5mg orodispersible tablets,Olanzapine 5mg orodispersible tablets,Orodispersible tablet,Oral,Olanzapine,5.000mg
,,,,7687841000033114,20356011000001101,Sondate XL 50mg tablets (Teva UK Ltd),Sondate XL 50mg tablets,Modified-release tablet,Oral,Quetiapine fumarate,50.000mg
,,,,7687941000033118,20356211000001106,Sondate XL 200mg tablets (Teva UK Ltd),Sondate XL 200mg tablets,Modified-release tablet,Oral,Quetiapine fumarate,200.000mg
,,,,7688041000033115,20356411000001105,Sondate XL 300mg tablets (Teva UK Ltd),Sondate XL 300mg tablets,Modified-release tablet,Oral,Quetiapine fumarate,300.000mg
,,,,7688141000033116,20356611000001108,Sondate XL 400mg tablets (Teva UK Ltd),Sondate XL 400mg tablets,Modified-release tablet,Oral,Quetiapine fumarate,400.000mg
,,,,811041000033116,869511000001104,Largactil 50mg/2ml solution for injection ampoules (Sanofi),Largactil 50mg/2ml solution for injection ampoules,Solution for injection,Intramuscular,Chlorpromazine hydrochloride,25.000mg/1.000ml
,,,,8112941000033114,21248811000001109,Tenprolide XL 50mg tablets (Actavis UK Ltd),Tenprolide XL 50mg tablets,Modified-release tablet,Oral,Quetiapine fumarate,50.000mg
,,,,8113041000033116,21249311000001106,Tenprolide XL 200mg tablets (Actavis UK Ltd),Tenprolide XL 200mg tablets,Modified-release tablet,Oral,Quetiapine fumarate,200.000mg
,,,,8113141000033117,21249511000001100,Tenprolide XL 300mg tablets (Actavis UK Ltd),Tenprolide XL 300mg tablets,Modified-release tablet,Oral,Quetiapine fumarate,300.000mg
,,,,813441000033114,2880511000001106,Largactil Forte 100mg/5ml oral suspension (Sanofi),Largactil Forte 100mg/5ml oral suspension,Oral suspension,Oral,Chlorpromazine embonate,20.000mg/1.000ml
,,,,813741000033119,379911000001101,Largactil 25mg/5ml syrup (Sanofi),Largactil 25mg/5ml syrup,Oral solution,Oral,Chlorpromazine hydrochloride,5.000mg/1.000ml
,,,,815741000033115,911311000001102,Largactil 10mg tablets (Sanofi),Largactil 10mg tablets,Tablet,Oral,Chlorpromazine hydrochloride,10.000mg
,,,,815841000033113,432111000001100,Largactil 100mg tablets (Sanofi),Largactil 100mg tablets,Tablet,Oral,Chlorpromazine hydrochloride,100.000mg
,,,,815941000033117,511000001103,Largactil 25mg tablets (Sanofi),Largactil 25mg tablets,Tablet,Oral,Chlorpromazine hydrochloride,25.000mg
,,,,816041000033110,910611000001102,Largactil 50mg tablets (Sanofi),Largactil 50mg tablets,Tablet,Oral,Chlorpromazine hydrochloride,50.000mg
,,,,8246241000033114,21714411000001103,Sondate XL 150mg tablets (Teva UK Ltd),Sondate XL 150mg tablets,Modified-release tablet,Oral,Quetiapine fumarate,150.000mg
,,,,8298341000033111,22221211000001102,Seotiapim XL 200mg tablets (Sandoz Ltd),Seotiapim XL 200mg tablets,Modified-release tablet,Oral,Quetiapine fumarate,200.000mg
,,,,8298441000033117,22221611000001100,Seotiapim XL 300mg tablets (Sandoz Ltd),Seotiapim XL 300mg tablets,Modified-release tablet,Oral,Quetiapine fumarate,300.000mg
,,,,8298541000033116,22221411000001103,Seotiapim XL 400mg tablets (Sandoz Ltd),Seotiapim XL 400mg tablets,Modified-release tablet,Oral,Quetiapine fumarate,400.000mg
,,,,8349141000033117,22409511000001108,Tenprolide XL 400mg tablets (Actavis UK Ltd),Tenprolide XL 400mg tablets,Modified-release tablet,Oral,Quetiapine fumarate,400.000mg
,,,,8540041000033111,9490711000001100,Psytixol 50mg/0.5ml solution for injection ampoules (Mylan),Psytixol 50mg/0.5ml solution for injection ampoules,Solution for injection,Intramuscular,Flupentixol decanoate,100.000mg/1.000ml
,,,,8885941000033111,348374003,Chlorpromazine 25mg suppositories,Chlorpromazine 25mg suppositories,Suppository,Rectal,Chlorpromazine hydrochloride,25.000mg
,,,,8960241000033117,23661211000001102,Aripiprazole 400mg powder and solvent for suspension for injection vials,Aripiprazole 400mg powder and solvent for suspension for injection vials,Powder and solvent for suspension for injection,Intramuscular,Aripiprazole,400.000mg
,,,,8960441000033116,23636811000001103,Abilify Maintena 400mg powder and solvent for prolonged-release suspension for injection vials (Otsuka Pharmaceuticals (U.K.) Ltd),Abilify Maintena 400mg powder and solvent for prolonged-release suspension for injection vials,Powder and solvent for suspension for injection,Intramuscular,Aripiprazole,400.000mg
,,,,9604441000033112,25803211000001100,Ebesque XL 50mg tablets (Ethypharm UK Ltd),Ebesque XL 50mg tablets,Modified-release tablet,Oral,Quetiapine fumarate,50.000mg
,,,,9605541000033112,25804311000001105,Ebesque XL 200mg tablets (Ethypharm UK Ltd),Ebesque XL 200mg tablets,Modified-release tablet,Oral,Quetiapine fumarate,200.000mg
,,,,9605941000033118,25804911000001106,Ebesque XL 300mg tablets (Ethypharm UK Ltd),Ebesque XL 300mg tablets,Modified-release tablet,Oral,Quetiapine fumarate,300.000mg
,,,,9606341000033113,25806011000001102,Ebesque XL 400mg tablets (Ethypharm UK Ltd),Ebesque XL 400mg tablets,Modified-release tablet,Oral,Quetiapine fumarate,400.000mg
,,,,9776741000033114,13355211000001100,Topiramate 100mg/5ml oral solution,Topiramate 100mg/5ml oral solution,Oral solution,Oral,Topiramate,20.000mg/1.000ml
