MedCodeId,Term,Observations,SNOMED_CT_Concept_ID,prodcodeid,dmdid,termfromemis,productname,formulation,routeofadministration,drugsubstancename,substancestrength
,,,,8124841000033119,21200911000001107,Phenytoin sodium 100mg capsules (Flynn Pharma Ltd),Phenytoin sodium 100mg capsules,Capsule,Oral,Phenytoin sodium,100.000mg
,,,,8124941000033110,21201111000001103,Phenytoin sodium 300mg capsules (Flynn Pharma Ltd),Phenytoin sodium 300mg capsules,Capsule,Oral,Phenytoin sodium,300.000mg
,,,,8125341000033112,12089611000001102,Gabapentin 500mg/5ml oral suspension,Gabapentin 500mg/5ml oral suspension,Oral suspension,Oral,Gabapentin,100.000mg/1.000ml
,,,,816841000033115,2928811000001105,Lamictal 100mg tablets (GlaxoSmithKline UK Ltd),Lamictal 100mg tablets,Tablet,Oral,Lamotrigine,100.000mg
,,,,816941000033111,2927711000001103,Lamictal 50mg tablets (GlaxoSmithKline UK Ltd),Lamictal 50mg tablets,Tablet,Oral,Lamotrigine,50.000mg
,,,,817041000033112,322982006,Lamotrigine 100mg tablets,Lamotrigine 100mg tablets,Tablet,Oral,Lamotrigine,100.000mg
,,,,817141000033111,322981004,Lamotrigine 50mg tablets,Lamotrigine 50mg tablets,Tablet,Oral,Lamotrigine,50.000mg
,,,,817341000033114,2925811000001101,Lamictal 25mg tablets (GlaxoSmithKline UK Ltd),Lamictal 25mg tablets,Tablet,Oral,Lamotrigine,25.000mg
,,,,817441000033115,322985008,Lamotrigine 25mg tablets,Lamotrigine 25mg tablets,Tablet,Oral,Lamotrigine,25.000mg
,,,,817741000033110,3145211000001105,Lamictal 200mg tablets (GlaxoSmithKline UK Ltd),Lamictal 200mg tablets,Tablet,Oral,Lamotrigine,200.000mg
,,,,817841000033117,322994002,Lamotrigine 200mg tablets,Lamotrigine 200mg tablets,Tablet,Oral,Lamotrigine,200.000mg
,,,,8237041000033117,21660111000001105,Gabapentin 50mg/ml oral solution sugar free,Gabapentin 50mg/ml oral solution sugar free,Oral solution,Oral,Gabapentin,50.000mg/1.000ml
,,,,8246741000033115,21733211000001107,Levetiracetam 1g granules sachets sugar free,Levetiracetam 1g granules sachets sugar free,Granules,Oral,Levetiracetam,1.000gram
,,,,8246841000033113,21733311000001104,Levetiracetam 250mg granules sachets sugar free,Levetiracetam 250mg granules sachets sugar free,Granules,Oral,Levetiracetam,250.000mg
,,,,8246941000033117,21733411000001106,Levetiracetam 500mg granules sachets sugar free,Levetiracetam 500mg granules sachets sugar free,Granules,Oral,Levetiracetam,500.000mg
,,,,8247041000033116,21731611000001105,Desitrend 1000mg granules sachets (Desitin Pharma Ltd),Desitrend 1000mg granules sachets,Granules,Oral,Levetiracetam,1.000gram
,,,,8247141000033117,21730711000001109,Desitrend 250mg granules sachets (Desitin Pharma Ltd),Desitrend 250mg granules sachets,Granules,Oral,Levetiracetam,250.000mg
,,,,8247241000033112,21731111000001102,Desitrend 500mg granules sachets (Desitin Pharma Ltd),Desitrend 500mg granules sachets,Granules,Oral,Levetiracetam,500.000mg
,,,,8535841000033110,22663911000001101,Sodium valproate 400mg/4ml solution for injection ampoules,Sodium valproate 400mg/4ml solution for injection ampoules,Solution for injection,Intravenous,Sodium valproate,100.000mg/1.000ml
,,,,8536541000033119,8582611000001104,Lamotrigine 50mg/5ml oral suspension,Lamotrigine 50mg/5ml oral suspension,Oral suspension,Oral,Lamotrigine,10.000mg/1.000ml
,,,,8885341000033112,23167411000001105,Desitrend 100mg/ml oral solution (Desitin Pharma Ltd),Desitrend 100mg/ml oral solution,Oral solution,Oral,Levetiracetam,100.000mg/1.000ml
,,,,9119841000033112,24108311000001104,Carbagen 100mg tablets (Mylan),Carbagen 100mg tablets,Tablet,Oral,Carbamazepine,100.000mg
,,,,9119941000033116,24108811000001108,Carbagen 200mg tablets (Mylan),Carbagen 200mg tablets,Tablet,Oral,Carbamazepine,200.000mg
,,,,9120041000033118,24109211000001102,Carbagen 400mg tablets (Mylan),Carbagen 400mg tablets,Tablet,Oral,Carbamazepine,400.000mg
,,,,946441000033116,4548311000001102,Mysoline 250mg/5ml oral suspension (Zeneca Pharma),Mysoline 250mg/5ml oral suspension,Oral suspension,Oral,Primidone,50.000mg/1.000ml
,,,,948141000033113,87711000001100,Mysoline 250mg tablets (SERB),Mysoline 250mg tablets,Tablet,Oral,Primidone,250.000mg
,,,,958041000033112,459211000001102,Neurontin 100mg capsules (Upjohn UK Ltd),Neurontin 100mg capsules,Capsule,Oral,Gabapentin,100.000mg
,,,,958141000033111,401511000001108,Neurontin 300mg capsules (Upjohn UK Ltd),Neurontin 300mg capsules,Capsule,Oral,Gabapentin,300.000mg
,,,,958241000033116,302911000001103,Neurontin 400mg capsules (Upjohn UK Ltd),Neurontin 400mg capsules,Capsule,Oral,Gabapentin,400.000mg
,,,,9776741000033114,13355211000001100,Topiramate 100mg/5ml oral solution,Topiramate 100mg/5ml oral solution,Oral solution,Oral,Topiramate,20.000mg/1.000ml
