MedCodeId,Term,Observations,SNOMED_CT_Concept_ID,aurumterm,osteosite
1219673011,,,,"Closed fracture scapula, acromion",
2533503012,,,,Closed fracture of lower leg,
561651000006113,,,,Closed fracture of base of skull with intracranial injury,
318208013,,,,"Closed fracture of mandible, multiple sites",
3555691000006118,,,,Closed fracture of olecranon process of ulna,
7585211000006112,,,,Closed fracture of fourth metacarpal,
391373017,,,,Sternal fracture,
5658461000006115,,,,Hawkins fracture types,
402862016,,,,Open fracture of distal end of radius,
565851000006111,,,,"Closed fracture-subluxation, metacarpophalangeal joint",
318561016,,,,Closed spinal fracture with posterior lumbar cord lesion,
4850201000006119,,,,"Closed fracture dislocation sternoclavicular joint, posterior",
318694013,,,,"Closed fracture pelvis, iliac wing",
895301000006118,,,,#Sacrum/coccyx-no cord lesion,
565871000006118,,,,"Closed fracture-subluxation, patello-femoral joint",
263811000006115,,,,Open #skull vlt no intracranial injury + concussion unspec,
5652781000006115,,,,Ankle fracture - lateral malleolus,
318816014,,,,"Closed fracture of proximal ulna, comminuted",
1235130019,,,,"Open fracture of ulna, coronoid",
3773571000006119,,,,Fracture of shaft of metacarpal bone,
208851000006112,,,,Primary open reduction of fracture of small bone and fixation using screw,
265421000006113,,,,"Open # of proximal femur, trochanteric section, unspecified",
2593851000006113,,,,Femoral neck fracture,
7587841000006117,,,,Closed fracture of shoulder,
3724521000006118,,,,Closed fracture of navicular bone of foot,
319223013,,,,"Closed fracture of tibia and fibula, shaft, NOS",
5657721000006117,,,,Fracture of odontoid peg,
7251851000006112,,,,Stress fracture of calcaneus,
318591014,,,,Closed fracture of coccyx with other spinal cord injury,
420141016,,,,Weber fracture types,
257921000006119,,,,Open fracture of upper end of lower leg,
319039012,,,,"Open fracture finger middle phalanx, base",
256021000006116,,,,Open fracture-dislocation shoulder joint,
455736015,,,,Multiple fractures,
4850251000006115,,,,Closed fracture subluxation of sternum,
565221000006115,,,,Closed fracture dislocation acromioclavicular joint,
256661000006116,,,,Open fracture-dislocation acromio-clavicular joint,
222331000000113,,,,Closed fracture of distal end of femur,
793871000006115,,,,Fracture dislocation or subluxation ankle,
989521000006113,,,,#Phalanx of finger,
565661000006112,,,,Closed fracture-subluxation of sternum,
3451541000006117,,,,Closed supracondylar fracture of humerus,
312617013,,,,Fracture of vertebral column,
895631000006116,,,,#Bennett's fracture,
318478011,,,,Open vertical fracture of sacrum,
1232867019,,,,"Closed fracture ankle, trimalleolar",
318426013,,,,"Open fracture cervical vertebra, burst",
7587851000006115,,,,Closed fracture of proximal phalanx of great toe,
5652671000006111,,,,Fracture of the medial humeral epicondyle,
5652661000006116,,,,Fracture of the lateral humeral epicondyle,
125993015,,,,Fracture of radius AND ulna,
570591000006115,,,,"Closed fracture thumb metacarpal base, intra-articular, Rolando",
3096501000006113,,,,LF3 - Le Fort III fracture of maxilla,
4396051000006117,,,,Intertrochanteric fracture,
318197019,,,,"Fracture of mandible, closed",
391345019,,,,Fracture of lower end of humerus,
131972016,,,,Closed fracture of three ribs,
256671000006111,,,,Open fracture-dislocation carpometacarpal joint,
559911000006112,,,,"Closed #-subluxation sterno-clavicular joint, anterior",
1221611016,,,,Remanipulation of fracture and skeletal traction NEC,
907011000006117,,,,[RFC] Jaw fracture,
3665291000006118,,,,Fractured skull,
209781000006115,,,,Primary closed reduction of fracture dislocation and cast immobilisation,
1230477016,,,,"Open fracture distal humerus, medial epicondyle",
319294014,,,,"Closed fracture talus, neck",
183641000006117,,,,Reduction of blowout fracture of orbital floor,
318266010,,,,Closed skull fracture with intracranial injury,
391347010,,,,Fracture of radius,
74959012,,,,Open fracture of one rib,
560411000006119,,,,"Closed #skull vlt no intracranial injury, unspec state consc",
259881000006117,,,,Open fracture of medial condyle of humerus,
2955351000006115,,,,Closed fracture of head of fibula,
276471011,,,,Other specified decompression of fracture of spine,
318800012,,,,"Open fracture of distal humerus, trochlea",
319057013,,,,Ill-defined fractures of upper limb,
702621000006114,,,,Fracture of middle fossa,
319045016,,,,"Open fracture finger distal phalanx, shaft",
1228196017,,,,Open fracture hamate,
277059018,,,,Primary open reduction of fracture and cast immobilisation,
318996012,,,,"Closed fracture thumb distal phalanx, shaft",
1234036019,,,,Closed fracture finger distal phalanx,
565761000006115,,,,"Closed fracture-subluxation, carpometacarpal joint",
151911000006116,,,,Secondary open reduction of intraarticular fracture of bone,
66948017,,,,Closed reduction of fracture of humerus,
6555013,,,,Closed fracture of two ribs,
1223089018,,,,Arm fracture,
318961012,,,,Closed fractures of multiple sites of unspecified metacarpus,
318912010,,,,"Open fracture of radius (alone), unspecified",
318686018,,,,Open fracture of pubis NOS,
319313018,,,,"Open tarsal fractures, multiple",
559921000006116,,,,"Closed #-subluxation sterno-clavicular joint, posterior",
455020013,,,,Closed fracture of bony thorax part unspecified,
4198251000006116,,,,Open fracture of upper end of tibia,
318664019,,,,"Open fracture acetabulum, anterior lip alone",
1223146015,,,,"Open fracture of humerus, shaft",
43141000006110,,,,"Open spinal fracture with complete thoracic cord lesion, T1-6",
3513039018,,,,Closed reduction of fracture of left femur and internal fixation using dynamic hip screw plate,
391313012,,,,Fracture of mandible,
4358301000006110,,,,Monteggia fracture,
565921000006111,,,,Closed fractures involving multiple regions of one upper limb,
318559013,,,,Closed spinal fracture with anterior lumbar cord lesion,
1235211014,,,,Open fracture sternum,
207681000006119,,,,Primary open reduction of fracture and unlocked unreamed intramedullary nail fixation,
3578351000006111,,,,Fracture of upper arm,
318459011,,,,"Closed fracture lumbar vertebra, transverse process",
318213012,,,,"Open fracture of mandible, condylar process",
7641321000006110,,,,Closed reduction and dynamic hip screw of fracture of femur,
895231000006118,,,,#Orbital floor (blow-out),
325508014,,,,[X]Fracture of unspecified body region,
696131000006112,,,,"Mult #skull/face + other bones, open, no intracranial injury",
209691000006112,,,,Primary closed reduction of fracture and internal fixation with screw(s),
325418019,,,,[X]Fracture of other metacarpal bone,
318723016,,,,Fracture of ill-defined bone of trunk NOS,
319297019,,,,Closed fracture metatarsal shaft,
1233864019,,,,Closed fracture navicular,
478502010,,,,Finger fracture,
3010491000006115,,,,Fracture of two ribs,
5461911000006114,,,,Fracture of distal end of humerus,
5657731000006119,,,,Teardrop fracture of cervical vertebra,
6383611000006110,,,,Manipulation of fracture,
3896491000006116,,,,Fracture of hamate bone of wrist,
318767019,,,,"Open fracture proximal humerus, greater tuberosity",
443817012,,,,Elbow fracture - open,
318762013,,,,"Open fracture of proximal humerus, unspecified part",
319012016,,,,"Closed fracture finger distal phalanx, shaft",
7587191000006116,,,,Closed fracture of proximal phalanx of little finger,
311305016,,,,Fatigue fracture of vertebra,
318799013,,,,"Open fracture of distal humerus, condyle(s) unspecified",
5462451000006113,,,,Supracondylar fracture femur,
110116013,,,,Fracture of humerus,
531661000006118,,,,Closed fracture of fifth cervical vertebra without spinal cord injury,
2854201000006115,,,,Open fracture of shaft of tibia,
319079015,,,,"Fracture of upper limb, level unspecified",
6701012,,,,Open fracture of talus,
4849071000006113,,,,Open fracture dislocation perilunate transscaphoid,
319327011,,,,"Open fracture multiple phalanges, toe",
1222634011,,,,"Closed fracture distal humerus, medial epicondyle",
989511000006117,,,,#Metacarpal bone NOS,
205121000006117,,,,Primary open reduction of fracture dislocation and wire fixation,
4849291000006118,,,,Closed fracture dislocation of proximal interphalangeal joint,
2829181000006116,,,,ORIF - Open reduction and internal fixation of fracture,
875621000006112,,,,Operation for multiple #,
318749014,,,,Fracture of scapula NOS,
318736016,,,,"Closed fracture scapula, coracoid",
44331000006118,,,,"Opn # mid/prox phalanx or phalanges, unspecified part",
5966501000006111,,,,Open reduction maxillary fracture,
318737013,,,,"Closed fracture scapula, glenoid",
560031000006116,,,,"Closed #skull bse no intracranial inj, LOC unspec duration",
1702391000006115,,,,Secondary closed reduction of fracture of bone and internal fixation,
1229426013,,,,"Open fracture scapula, acromion",
259761000006117,,,,Open fracture dislocation of sacro-iliac joint,
318378012,,,,"Closed fracture axis, spondylolysis",
318742017,,,,"Open fracture of scapula, unspecified part",
5460681000006115,,,,Fracture dislocation of hip joint,
6060671000006114,,,,Osteochondral fracture,
276177016,,,,Other specified reduction of fracture of maxilla,
318601013,,,,Fracture of vertebral column with spinal cord injury,
895451000006114,,,,#Clavicle,
4849621000006118,,,,Closed fracture subluxation of knee joint,
12217201000006111,,,,Smith fracture,
319340018,,,,Multiple fractures of femur,
266618015,,,,Packing of maxilla to correct blow-out fracture of orbit,
33856019,,,,Closed fracture of seven ribs,
318791011,,,,"Closed fracture of distal humerus, multiple",
875701000006114,,,,Lower limb #-closed reduct.NOS,
318993016,,,,"Closed fracture thumb proximal phalanx, head",
4198121000006115,,,,Open fracture of sternal end of clavicle,
256241000006118,,,,"Open fracture-subluxation digit, unspecified",
319228016,,,,"Closed fracture distal tibia, extra-articular",
318440014,,,,"Closed fracture thoracic vertebra, transverse process",
1235549012,,,,"Closed fracture of humerus, shaft",
470290012,,,,Closed fracture of foot,
793501000006112,,,,Fracture of shaft of radius and ulna,
319213016,,,,"Open fracture proximal tibia, lateral condyle (plateau)",
4840621000006111,,,,"Closed spinal fracture with central cervical cord lesion, C1-4",
559871000006114,,,,"Closed #-dislocation sterno-clavicular joint, anterior",
7585201000006114,,,,Closed fracture of fifth metacarpal,
559901000006114,,,,"Closed #-dislocation, metatarsophalangeal joint, single",
255971000006112,,,,Open fracture-dislocation other carpal,
1233578010,,,,Open fracture navicular,
3264101000006118,,,,Closed reduction of fracture with internal fixation,
402829012,,,,Skull fracture NOS,
6782131000006117,,,,Pathological fracture of femur,
565331000006113,,,,Closed fracture dislocation of pelvis,
319261011,,,,"Closed fracture ankle, bimalleolar, low fibular fracture",
319301011,,,,"Closed tarsal fractures, multiple",
319005013,,,,Closed fracture finger middle phalanx,
319231015,,,,"Open fracture distal tibia, extra-articular",
5461621000006111,,,,Fractured nasal bones,
7955701000006115,,,,Fracture of shaft of ulna and radius,
107341000006118,,,,Tarsal bone fracture,
560021000006119,,,,"Closed fracture of base of skull with intracranial injury, with no loss of consciousness",
325323015,,,,Fracture of cervical spine,
5133061000006115,,,,Internal fixation of fracture,
696151000006117,,,,"Mult #skull/face+other bones, closed, no intracranial injury",
5460821000006115,,,,Fracture subluxation of wrist,
319009019,,,,"Closed fracture finger middle phalanx, head",
1495503015,,,,"Open fracture radius and ulna, distal",
319016018,,,,"Closed fractures of phalanx or phalanges, multiple sites",
256151000006112,,,,"Open fracture-dislocation, metacarpophalangeal joint",
4850301000006110,,,,Open fracture subluxation of pelvis,
989611000006116,,,,#Ankle - trimalleolar,
318654011,,,,Fracture or disruption of pelvis,
107139013,,,,Fracture of acetabulum,
565611000006114,,,,"Closed fracture-subluxation IPJ, unspecified",
7268201000006111,,,,Open fixation of fracture of shaft of tibia using intramedullary implant,
207671000006117,,,,Prmy open reduction #+other int(extramedullary) fixation,
3760851000006110,,,,Pelvic fracture,
5132901000006112,,,,Fixation of fracture,
2889721000006114,,,,Closed fracture of finger,
318764014,,,,"Open fracture of proximal humerus, anatomical neck",
319298012,,,,Closed fracture metatarsal neck,
276496014,,,,Primary other external stabilisation of spinal fracture,
318464010,,,,"Open fracture lumbar vertebra, wedge",
4848711000006114,,,,Open fracture dislocation acromioclavicular joint,
318343012,,,,Fracture of skull NOS,
570831000006116,,,,"Cls spinal fracture with unspec thoracic cord lesion, T7-12",
5462231000006117,,,,Multiple pelvic fractures,
318701015,,,,Multiple open fractures of pelvis with disruption of pelvic circle,
183781000006117,,,,Reduction of fracture of zygomatic bone,
318492017,,,,Multiple fractures of lumbar spine and pelvis,
256271000006114,,,,"Open fracture-subluxation IPJ, unspecified",
455454017,,,,"Open fracture of lower limb, level unspecified",
7641311000006119,,,,Closed reduction of fracture of femur and internal fixation using dynamic hip screw plate,
4842941000006114,,,,Closed fracture of sesamoid bone of hand,
205131000006119,,,,Primary open reduction of #+other ext immobilisation,
4506581000006115,,,,Linear fracture,
391381016,,,,Lower leg fracture NOS,
318743010,,,,"Open fracture scapula, coracoid",
5462191000006110,,,,Fracture of single pubic ramus,
244171000006112,,,,Fracture of parietal bone,
318691017,,,,"Closed fracture pelvis, ischial tuberosity",
1233283015,,,,Elevation of depressed fracture of cranium,
207661000006112,,,,Primary open reduction of fracture and locked reamed intramedullary nail fixation,
7818561000006116,,,,Fracture of L3 vertebra,
4358311000006113,,,,Trimalleolar fracture,
565681000006119,,,,Closed fracture-subluxation other carpal,
318680012,,,,Closed fracture pubis NOS,
2525641000006118,,,,Closed fracture of cervicotrochanteric section of femur,
3317001000006117,,,,Fractured spine,
256251000006116,,,,Open fracture-subluxation elbow,
118266012,,,,Open fracture of pubis,
1225141010,,,,"Open fracture ankle, bimalleolar",
318461019,,,,"Closed fracture lumbar vertebra, tricolumnar",
60285012,,,,Fracture of pubis,
318956010,,,,Closed fracture thumb metacarpal neck,
5656601000006118,,,,Fracture of tibial spine,
531701000006114,,,,Closed fracture of seventh cervical vertebra without spinal cord injury,
696431000006119,,,,"Multiple #both legs, leg + arm ,leg + rib + sternum",
319306018,,,,"Open fracture talus, neck",
2950731000006116,,,,Closed fracture of shaft of bone of forearm,
318666017,,,,"Open fracture acetabulum, anterior column",
5462321000006110,,,,Subtrochanteric fracture of femur,
1233343014,,,,"Open fracture clavicle, shaft",
277188019,,,,Closed reduction of fracture of ankle,
402840016,,,,Closed fracture of seventh cervical vertebra,
7488911000006119,,,,Open reduction of fracture of radius and ulna with internal fixation,
277054011,,,,Primary open reduction of fracture and skeletal traction,
318703017,,,,"Open fracture pelvis, anterior superior iliac spine",
318233011,,,,Open fracture maxilla,
319337018,,,,Fractures of multiple bones of lower limb,
318778010,,,,Open fracture of humerus NOS,
2526111000006115,,,,Fracture of occipital bone,
570661000006112,,,,"Cls spinal # with incomplete thoracid cord lesion, T7-12 NOS",
318246018,,,,Closed fracture of orbit,
318655012,,,,"Closed fracture acetabulum, anterior lip alone",
41971000006117,,,,Fracture of orbital roof,
5461931000006115,,,,Supracondylar fracture of humerus,
263881000006110,,,,Open #skull vlt with intracranial injury + concussion unspec,
4378851000006119,,,,Fracture of cervical vertebra,
277068016,,,,Primary open reduction of fracture dislocation,
565311000006119,,,,Closed fracture-dislocation mid carpal,
1228153010,,,,Open orbital blow-out fracture,
255591000006115,,,,Open fracture-subluxation shoulder,
318695014,,,,Closed vertical fracture of ilium,
299791000000114,,,,"Open fracture of femur, upper epiphysis",
208751000006118,,,,Prim open reduct # neck femur & op fix - Thornton nail plate,
2755521000006114,,,,Fracture of distal end of tibia and fibula,
2530741000006117,,,,Fracture of lunate bone of wrist,
3428151000006115,,,,Closed fracture of trapezium bone of wrist,
318202014,,,,"Closed fracture of mandible, coronoid process",
5560651000006115,,,,Fracture of thoracic spine without spinal cord lesion,
5460931000006110,,,,Fracture subluxation of knee joint,
1235556018,,,,"Open fracture ankle, trimalleolar",
318875018,,,,"Open fracture of ulna, styloid process",
319175012,,,,"Open fracture distal femur, bicondylar (T-Y fracture)",
318587016,,,,Closed fracture of coccyx with spinal cord lesion,
276474015,,,,Decompression of fracture of spine NOS,
319018017,,,,Open fracture of one or more phalanges of hand,
3051871000006115,,,,Closed fracture of lateral malleolus,
4849521000006117,,,,Closed fracture dislocation of hip joint,
319194019,,,,"Fracture of patella, NOS",
318850017,,,,Closed Galeazzi fracture,
276160016,,,,Closed reduction of mandibular fracture,
895881000006116,,,,#Calcaneus - heel,
2550381000006113,,,,Closed fracture of shaft of radius,
318602018,,,,"Fracture of rib(s), sternum, larynx and trachea",
4841521000006118,,,,Closed fracture dislocation of sacroiliac joint,
563691000006115,,,,Closed fracture of sacrum with unspec spinal cord lesion,
318477018,,,,Open compression fracture sacrum,
5460901000006119,,,,Fracture subluxation of finger,
204981000006119,,,,Primary open reduction spinal fracture and internal fixation with wire,
318998013,,,,"Closed fracture thumb distal phalanx, mallet",
319202019,,,,"Closed fracture proximal tibia, bicondylar",
5560701000006114,,,,Fracture of phalanx of thumb,
3095211000006115,,,,Open reduction of fracture of femur,
256051000006113,,,,Open fracture-dislocation superior radio-ulnar joint,
895691000006117,,,,#Neck of femur,
1230706011,,,,Closed orbital blow-out fracture,
205031000006115,,,,Primary open reduction of fracture of bone and extramedullary fixation,
319153010,,,,"Open fracture of femur, shaft or unspecified part",
1231198017,,,,Open fracture lunate,
420143018,,,,Weber type B fracture,
319299016,,,,Closed fracture metatarsal head,
2575341000006112,,,,Closed fracture of zygoma,
44321000006116,,,,"Opn # distal phalanx or phalanges, unspecified part",
261541000006119,,,,Open dorsal Barton's fracture-dislocation,
3596981000006111,,,,Closed fracture of medial cuneiform bone of foot,
570721000006114,,,,"Closed spinal fracture with central thoracic cord lesion, T1-6",
264011000006112,,,,"Open #skull/face,mult,no intracran inj, concussion unspec",
210141000006115,,,,Primary closed reduction spinal fracture and external fixation,
7641631000006115,,,,Open reduction of fracture of femur and internal fixation using locking nail,
1222629012,,,,Toe fracture,
4198181000006116,,,,Open fracture of neck of radius,
1175111000000113,,,,Open fracture of distal tibia and fibula,
204941000006113,,,,Primary open reduction spinal fracture and internal fixation with segmental wire system,
2940401000006116,,,,Fracture of face bones,
319176013,,,,"Open fracture distal femur, comminuted/intra-articular",
496729019,,,,Closed fracture of the radius and ulna,
7271021000006111,,,,Open reduction of open fracture of radius with external fixation,
3224571000006110,,,,"Le Fort's fracture, type II",
319133011,,,,"Open fracture proximal femur, intertrochanteric, two part",
318877014,,,,Open fracture of distal end of ulna,
3185371000006113,,,,"Fracture, closed, comminuted",
319163019,,,,"Closed fracture distal femur, lateral condyle",
895151000006117,,,,#Parietal bone,
559861000006119,,,,Closed # radius neck,
565651000006110,,,,Closed fracture-subluxation of pelvis,
319001016,,,,"Closed fracture finger proximal phalanx, shaft",
874731000006117,,,,Reduction of facial #,
895271000006115,,,,#Cervical spine-no cord lesion,
114663015,,,,Open fracture of seven ribs,
319011011,,,,"Closed fracture finger distal phalanx, base",
205091000006116,,,,Primary open reduction of fracture dislocation and fixation with screw(s),
1495084019,,,,"Fracture of lower jaw, open",
402832010,,,,Fracture of spine without mention of spinal cord injury,
391398016,,,,"Open fracture of femur, distal end",
5728651000006111,,,,Closed reduction - zygomatic fracture,
2873301000006110,,,,Fracture of bone of upper limb,
7488851000006110,,,,Open reduction of fracture of clavicle with internal fixation,
318671012,,,,Other specified open fracture acetabulum,
318940017,,,,Fracture of carpal bone NOS,
793941000006118,,,,Fracture dislocation/subluxation finger/thumb,
209801000006116,,,,Primary closed reduction of fracture dislocation and functional bracing,
258471000006114,,,,Open intertrochanteric fracture,
150580019,,,,Closed fracture of eight OR more ribs,
263901000006112,,,,"Open #skull/face, mult + intracran inj, >24hr LOC + recovery",
1229933018,,,,Closed fracture of the scaphoid,
7585971000006113,,,,Stress fracture of femoral shaft,
318935013,,,,Open fracture of carpal bone NOS,
989581000006112,,,,#Ankle - medial malleolus,
318997015,,,,"Closed fracture thumb distal phalanx, tuft",
42961000006117,,,,"Open reduction of # dislocation of joint+fxn of jnt,unspec",
318493010,,,,Closed fracture of vertebral column,
3513041017,,,,Closed reduction and dynamic hip screw of fracture of right femur,
4850191000006117,,,,"Closed fracture dislocation sternoclavicular joint, anterior",
319019013,,,,"Open fracture of phalanx or phalanges, unspecified",
402879010,,,,Fracture of unspecified bones,
402878019,,,,Closed fracture of other tarsal and metatarsal bones,
1730651000000118,,,,Greenstick fracture of distal radius,
318735017,,,,"Closed fracture of scapula, unspecified part",
318929013,,,,"Open fracture scaphoid, waist, transverse",
876151000006118,,,,Toilet of open # site,
895261000006110,,,,#Skull - multiple,
3919251000006111,,,,"Fracture, closed, intra-articular",
4396071000006110,,,,Pertrochanteric fracture of neck of femur,
263781000006117,,,,"Open fracture of vault of skull with intracranial injury, with no loss of consciousness",
319232010,,,,"Open fracture distal tibia, intra-articular",
565281000006116,,,,Closed fracture dislocation foot,
319273011,,,,"Fracture of ankle, NOS",
5462341000006115,,,,Open fracture of base of neck of femur,
318698011,,,,Other or multiple open fracture of pelvis,
1682801000000118,,,,Removal of fracture fixation device from spine,
1232781014,,,,Open fracture shaft of femur,
4849401000006114,,,,Closed fracture subluxation of metacarpophalangeal joint,
318926018,,,,"Open fracture of carpal bone, unspecified",
318810015,,,,Fracture of humerus NOS,
451471011,,,,Closed fracture of distal fibula,
276560013,,,,Other reduction of fracture of spine NOS,
222361000000115,,,,Pott's fracture of ankle,
2998131000006111,,,,Closed supracondylar fracture of femur,
5461771000006119,,,,Bilateral fracture of condylar head and midline fracture of mandible,
2504221000006116,,,,Closed fracture of trapezoidal bone of wrist,
27272011,,,,Fracture of ankle,
7587201000006118,,,,Closed fracture of proximal phalanx of index finger,
5460711000006119,,,,Fracture dislocation of ankle joint,
318770015,,,,"Open fracture proximal humerus, three part",
7339251000006119,,,,Closed comminuted supracondylar fracture of femur,
895891000006118,,,,#Tarsal/metatarsal bone NOS,
761191000006114,,,,Fixation of spinal fracture,
80749019,,,,Fracture of vault of skull,
402874017,,,,Closed fracture of neck of femur,
632911000006110,,,,Primary open reduction of fracture of neck of femur and open fixation using dynamic hip screw,
318200018,,,,"Closed fracture of mandible, condylar process",
5462641000006113,,,,Fracture of cuboid,
194543011,,,,Fracture of coccyx,
4849021000006112,,,,Open fracture dislocation radiocarpal joint,
319247018,,,,"Open fracture of fibula, unspecified part, NOS",
4396081000006113,,,,Trochanteric fracture of neck of femur,
402863014,,,,Closed fracture of radius,
318938010,,,,Fracture of first metacarpal bone,
5965411000006117,,,,Undisplaced fracture,
989591000006110,,,,#Ankle - lateral malleolus,
990951000006116,,,,#Pelvis NOS,
319339015,,,,Open fracture of multiple bones of lower limb,
319024011,,,,"Open fracture thumb proximal phalanx, shaft",
210121000006110,,,,Primary closed reduction spinal fracture and cast stabilisation,
319017010,,,,Closed fracture of one or more phalanges of hand NOS,
990961000006119,,,,#Humerus - shaft,
34801000006115,,,,Other closed fracture-subluxation,
5652561000006117,,,,Transstyloid-scaphoid-perilunate fracture dislocation,
1992361000006117,,,,VTE risk assessment - hip fracture,
264251000006116,,,,"Open #skull bse no intracranial injury, no loss of consc",
2524971000006118,,,,Closed fracture of acromial end of clavicle,
991041000006113,,,,#Ankle - NOS,
318939019,,,,Fracture of other metacarpal bone,
4849731000006112,,,,Open fracture dislocation of ankle joint,
319049010,,,,"Open fracture of phalanx or phalanges, multiple sites",
4842961000006113,,,,Open fracture of sesamoid bone of hand,
895181000006113,,,,#Facial bones,
318745015,,,,"Open fracture scapula, blade",
319080017,,,,Fracture of upper limb NOS,
562171000006118,,,,Closed fracture of shaft of metacarpal bone,
318236015,,,,Fracture of skull and facial bones,
318925019,,,,Closed fracture of carpal bone NOS,
319193013,,,,"Open fracture patella, comminuted (stellate)",
318687010,,,,Other or multiple closed fracture of pelvis,
895771000006111,,,,#Fibula alone,
206771000006112,,,,Primary open reduction of fracture dislocation of joint and skeletal traction,
256191000006118,,,,"Open fracture-dislocation, proximal interphalangeal joint",
5462051000006115,,,,Fracture of proximal end of ulna,
319188010,,,,"Closed fracture patella, comminuted (stellate)",
319181016,,,,"Closed fracture patella, transverse",
5657681000006112,,,,Fracture dislocation of thoracolumbar junction,
255661000006112,,,,"Open fracture-subluxation, distal interphalangeal joint",
563311000006118,,,,Closed subcondylar fracture of mandible,
486231000006119,,,,Fracture of anterior fossa,
565491000006119,,,,"Closed fracture dislocation, knee joint",
455447011,,,,"Open multiple fractures of clavicle, scapula and humerus",
312321000000110,,,,Closed fracture of base of fifth metatarsal bone,
7815621000006116,,,,Fracture of angle of mandible,
208841000006110,,,,Prim open reduction # elbow & fixatn c Zuezler fixatn plate,
319071017,,,,"Multiple fractures of clavicle, scapula and humerus",
207641000006113,,,,Primary open reduction of fracture and internal fixation with cerclage wiring,
318524013,,,,"Open spinal fracture with central cervical cord lesion, C5-7",
318707016,,,,Open vertical fracture of ilium,
559881000006112,,,,"Closed #-dislocation sterno-clavicular joint, posterior",
2694503015,,,,Open fracture of bone of knee joint,
8251481000006110,,,,Open reduction and internal fixation of fractured mandible,
12220961000006113,,,,Closed fracture intercondylar spine of tibia,
43221000006113,,,,"Opn spinal fracture with unspec thoracic cord lesion, T1-6",
5510011000006110,,,,Closed fracture of distal end of humerus,
455486010,,,,Open fractures involving head with neck,
205021000006118,,,,Primary open reduction # dislocation+other jnt stabilisation,
402848011,,,,Open fracture of seventh cervical vertebra,
134471000006115,,,,Fracture of sphenoid bone,
895601000006112,,,,#Scaphoid,
1223016015,,,,Open fracture intermediate cuneiform,
5460701000006117,,,,Fracture dislocation of patellofemoral joint,
318989010,,,,Closed fracture thumb proximal phalanx,
318594018,,,,Open fracture of coccyx with unspecified spinal cord lesion,
319212014,,,,"Open fracture proximal tibia, medial condyle (plateau)",
560581000006113,,,,"Closed #skull/face,mult,no intracran inj,LOC unspec duration",
563861000006112,,,,Closed fracture of patella,
4848971000006115,,,,Closed fracture dislocation perilunate (dorsal),
318805019,,,,"Open fracture of distal humerus, multiple",
1235429018,,,,Open fracture pisiform,
325248019,,,,Fractures involving multiple regions of one upper limb,
8107511000006119,,,,Stress fracture of pars interarticularis,
49786013,,,,Closed fracture of scapula,
318777017,,,,Open fracture of humerus,
318658014,,,,"Closed fracture acetabulum, posterior column",
1229848013,,,,Closed fracture of cuneiforms,
39246018,,,,Stress fracture,
319321012,,,,"Closed fracture distal phalanx, toe",
2822151000006119,,,,Closed reduction of fracture of tibia,
325247012,,,,Fractures involving thorax with lower back and pelvis,
255641000006113,,,,"Open fracture-subluxation, ankle joint",
318247010,,,,"Fracture of other facial bones, closed, NOS",
29800015,,,,Closed fracture of five ribs,
3698761000006111,,,,"Fracture, spiral",
12221001000006116,,,,Open fracture tibial eminence,
208621000006119,,,,Prim open red # long bone & fix - Ender flexi intramed nail,
3596471000006116,,,,Fracture of shaft of fibula,
277216017,,,,Primary cast immobilisation of fracture,
895841000006110,,,,#Ankle - medial malleolus,
318685019,,,,Other specified open fracture of pubis,
7093321000006112,,,,Closed Salter-Harris type V fracture,
319214010,,,,"Open fracture proximal tibia, bicondylar",
318433013,,,,Multiple open fractures of cervical vertebrae,
5657901000006113,,,,Fracture of transverse process of thoracic vertebra,
5389051000006116,,,,Single Kirschner wiring of fracture,
761201000006112,,,,Fixation of fracture of spine and skull traction HFQ,
874751000006112,,,,Open reduction - zygomatic #,
205011000006114,,,,Primary open reduction # dislocation+other external immobil,
256651000006118,,,,Open fracture of zygoma,
318688017,,,,"Closed fracture of ilium, unspecified",
276159014,,,,Open reduction of mandibular fracture,
3192421000006112,,,,Open fracture of radius,
12536011,,,,Fracture of shaft of tibia,
319215011,,,,"Open fracture spine, tibia",
402833017,,,,Closed fracture of cervical spine,
7106811000006113,,,,Fracture of posterior process of talus,
257801000006118,,,,Open fracture proximal tibia,
318975017,,,,Open fracture thumb metacarpal neck,
989561000006119,,,,#Tibia alone,
6700013,,,,Open fracture of astragalus,
318980014,,,,Open fracture sesamoid bone of hand,
895741000006115,,,,#Patella,
257781000006117,,,,Open fracture of upper end of humerus,
318731014,,,,Closed fracture of clavicle NOS,
180831000006119,,,,Remanipulation of fracture of bone and external fixation HFQ,
4844371000006110,,,,"Open fracture of tibia and/or fibula, shaft",
1219675016,,,,Open fracture shaft of fibula,
318806018,,,,"Open fracture of distal humerus, not otherwise specified",
319286019,,,,"Open fractures calcaneus, intra-articular",
318876017,,,,"Open fracture of ulna, lower epiphysis",
7333051000006114,,,,Open pilon fracture,
560551000006117,,,,"Closed #skull/face,mult + intracran inj, LOC unspec duration",
3894801000006117,,,,Open reduction of fracture of humerus,
7082181000006119,,,,Open tongue-type intra-articular fracture of calcaneus,
255961000006117,,,,Open fracture-dislocation of sternum,
895191000006111,,,,#Nasal bones,
632621000006112,,,,"Dupuytren's fracture, fibula",
5462031000006110,,,,Dorsal Barton's fracture,
